order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
2022-11-28,2022,Q4,11,November,Europe,France,Clothing,Outerwear,Consumer,16,121.94,1951.04,1430.97,520.07,0.2666
2022-09-01,2022,Q3,9,September,North America,Canada,Furniture,Chairs,Consumer,2,450.39,900.78,723.99,176.79,0.1963
2024-10-17,2024,Q4,10,October,Europe,Germany,Furniture,Tables,Consumer,17,108.88,1850.96,1394.92,456.04,0.2464
2024-02-28,2024,Q1,2,February,Latin America,Brazil,Office Supplies,Art Supplies,Home Office,5,199.49,997.45,803.37,194.08,0.1946
2024-07-13,2024,Q3,7,July,Asia Pacific,Japan,Clothing,Outerwear,Home Office,18,92.08,1657.44,1050.0,607.44,0.3665
2023-08-14,2023,Q3,8,August,North America,Mexico,Office Supplies,Binders,Home Office,18,77.61,1396.98,854.11,542.87,0.3886
2022-07-08,2022,Q3,7,July,Asia Pacific,Australia,Clothing,Outerwear,Home Office,13,202.58,2633.54,1996.59,636.95,0.2419
2024-01-23,2024,Q1,1,January,Latin America,Chile,Clothing,Pants,Consumer,8,195.91,1567.28,1106.45,460.83,0.294
2024-02-19,2024,Q1,2,February,Latin America,Brazil,Office Supplies,Art Supplies,Corporate,4,158.24,632.96,439.63,193.33,0.3054
2023-06-03,2023,Q2,6,June,Asia Pacific,Japan,Office Supplies,Binders,Home Office,17,94.29,1602.93,1119.66,483.27,0.3015
2022-05-15,2022,Q2,5,May,Asia Pacific,India,Clothing,Outerwear,Home Office,17,70.21,1193.57,936.46,257.11,0.2154
2024-05-07,2024,Q2,5,May,Asia Pacific,Japan,Office Supplies,Art Supplies,Consumer,5,70.46,352.3,241.49,110.81,0.3145
2023-08-31,2023,Q3,8,August,Europe,UK,Clothing,Outerwear,Consumer,10,42.25,422.5,284.31,138.19,0.3271
2024-05-02,2024,Q2,5,May,Latin America,Brazil,Clothing,Pants,Corporate,17,106.41,1808.97,1289.03,519.94,0.2874
2024-11-26,2024,Q4,11,November,Asia Pacific,Japan,Furniture,Chairs,Home Office,16,1075.11,17201.76,12548.75,4653.01,0.2705
2024-08-01,2024,Q3,8,August,Latin America,Argentina,Clothing,Shirts,Home Office,2,37.87,75.74,46.63,29.11,0.3843
2023-08-19,2023,Q3,8,August,Europe,France,Clothing,Outerwear,Home Office,6,175.04,1050.24,869.92,180.32,0.1717
2023-03-24,2023,Q1,3,March,Asia Pacific,Australia,Furniture,Storage,Corporate,12,330.79,3969.48,2747.09,1222.39,0.3079
2023-11-22,2023,Q4,11,November,North America,Canada,Electronics,Accessories,Corporate,18,804.69,14484.42,10945.35,3539.07,0.2443
2023-10-16,2023,Q4,10,October,North America,Canada,Electronics,Accessories,Consumer,12,1977.33,23727.96,17335.46,6392.5,0.2694
2024-12-25,2024,Q4,12,December,Asia Pacific,India,Clothing,Shirts,Home Office,4,212.33,849.32,561.19,288.13,0.3392
2022-01-17,2022,Q1,1,January,North America,Canada,Furniture,Tables,Consumer,12,569.72,6836.64,4971.37,1865.27,0.2728
2023-02-06,2023,Q1,2,February,North America,Mexico,Clothing,Pants,Consumer,7,270.76,1895.32,1182.85,712.47,0.3759
2024-09-30,2024,Q3,9,September,Europe,UK,Office Supplies,Art Supplies,Corporate,14,158.6,2220.4,1654.02,566.38,0.2551
2022-01-10,2022,Q1,1,January,Europe,Germany,Electronics,Laptops,Consumer,6,235.73,1414.38,1066.73,347.65,0.2458
2023-11-18,2023,Q4,11,November,Asia Pacific,China,Office Supplies,Paper,Home Office,5,176.4,882.0,673.97,208.03,0.2359
2022-09-29,2022,Q3,9,September,North America,Canada,Office Supplies,Paper,Home Office,15,60.58,908.7,686.69,222.01,0.2443
2023-01-14,2023,Q1,1,January,North America,Canada,Furniture,Tables,Consumer,4,1094.84,4379.36,2778.2,1601.16,0.3656
2022-05-13,2022,Q2,5,May,Europe,Italy,Office Supplies,Art Supplies,Home Office,10,72.57,725.7,559.54,166.16,0.229
2023-04-22,2023,Q2,4,April,Europe,Italy,Office Supplies,Paper,Consumer,15,138.75,2081.25,1448.72,632.53,0.3039
2022-07-25,2022,Q3,7,July,North America,USA,Furniture,Storage,Corporate,8,1407.81,11262.48,6778.34,4484.14,0.3981
2022-03-01,2022,Q1,3,March,Asia Pacific,Japan,Clothing,Pants,Consumer,14,288.78,4042.92,2495.56,1547.36,0.3827
2024-08-01,2024,Q3,8,August,Asia Pacific,Japan,Clothing,Outerwear,Corporate,18,102.67,1848.06,1421.5,426.56,0.2308
2023-01-11,2023,Q1,1,January,Asia Pacific,China,Electronics,Accessories,Corporate,13,818.53,10640.89,8105.28,2535.61,0.2383
2024-10-12,2024,Q4,10,October,Europe,France,Office Supplies,Binders,Corporate,6,6.57,39.42,30.18,9.24,0.2344
2023-12-02,2023,Q4,12,December,North America,Canada,Clothing,Shirts,Home Office,7,128.52,899.64,631.26,268.38,0.2983
2022-06-15,2022,Q2,6,June,Europe,UK,Electronics,Phones,Corporate,10,1619.51,16195.1,11768.23,4426.87,0.2733
2023-09-16,2023,Q3,9,September,Asia Pacific,Australia,Office Supplies,Art Supplies,Consumer,7,121.25,848.75,689.75,159.0,0.1873
2024-07-18,2024,Q3,7,July,North America,Canada,Furniture,Tables,Consumer,13,677.37,8805.81,6969.76,1836.05,0.2085
2022-08-09,2022,Q3,8,August,Latin America,Argentina,Furniture,Chairs,Corporate,11,239.33,2632.63,2229.04,403.59,0.1533
2023-05-28,2023,Q2,5,May,Latin America,Brazil,Furniture,Chairs,Home Office,8,924.65,7397.2,3769.78,3627.42,0.4904
2023-10-13,2023,Q4,10,October,Latin America,Argentina,Clothing,Outerwear,Home Office,3,225.48,676.44,414.43,262.01,0.3873
2022-12-08,2022,Q4,12,December,Latin America,Argentina,Electronics,Phones,Corporate,17,495.93,8430.81,5530.34,2900.47,0.344
2022-02-28,2022,Q1,2,February,Asia Pacific,China,Clothing,Pants,Consumer,4,85.79,343.16,224.72,118.44,0.3451
2022-01-29,2022,Q1,1,January,North America,Canada,Furniture,Chairs,Home Office,14,741.2,10376.8,8819.08,1557.72,0.1501
2024-06-02,2024,Q2,6,June,Europe,Germany,Furniture,Storage,Home Office,7,629.54,4406.78,2980.1,1426.68,0.3237
2023-11-20,2023,Q4,11,November,North America,Canada,Clothing,Shirts,Corporate,4,180.23,720.92,408.93,311.99,0.4328
2023-11-19,2023,Q4,11,November,North America,Mexico,Office Supplies,Art Supplies,Home Office,14,140.46,1966.44,988.8,977.64,0.4972
2022-10-20,2022,Q4,10,October,Europe,Italy,Clothing,Shirts,Home Office,18,262.24,4720.32,3317.79,1402.53,0.2971
2022-07-24,2022,Q3,7,July,Europe,France,Office Supplies,Paper,Home Office,1,198.34,198.34,136.05,62.29,0.3141
2024-12-22,2024,Q4,12,December,North America,Canada,Office Supplies,Paper,Home Office,14,52.0,728.0,490.77,237.23,0.3259
2023-08-21,2023,Q3,8,August,Europe,Germany,Furniture,Tables,Home Office,9,1295.66,11660.94,6513.78,5147.16,0.4414
2023-05-12,2023,Q2,5,May,Latin America,Argentina,Office Supplies,Paper,Home Office,9,91.86,826.74,619.47,207.27,0.2507
2022-10-24,2022,Q4,10,October,Europe,France,Electronics,Phones,Corporate,17,1862.69,31665.73,16879.73,14786.0,0.4669
2022-09-29,2022,Q3,9,September,Latin America,Argentina,Office Supplies,Binders,Corporate,15,143.25,2148.75,1244.33,904.42,0.4209
2024-08-13,2024,Q3,8,August,Europe,Germany,Electronics,Accessories,Corporate,9,412.01,3708.09,1926.7,1781.39,0.4804
2023-08-23,2023,Q3,8,August,North America,Mexico,Office Supplies,Art Supplies,Corporate,2,113.09,226.18,165.88,60.3,0.2666
2023-02-02,2023,Q1,2,February,North America,Mexico,Furniture,Storage,Corporate,7,921.58,6451.06,4343.07,2107.99,0.3268
2023-05-25,2023,Q2,5,May,Latin America,Chile,Office Supplies,Paper,Consumer,19,42.89,814.91,453.55,361.36,0.4434
2022-03-20,2022,Q1,3,March,Europe,Italy,Clothing,Shirts,Home Office,2,282.67,565.34,473.86,91.48,0.1618
2022-08-08,2022,Q3,8,August,Asia Pacific,China,Clothing,Shirts,Home Office,4,135.18,540.72,316.42,224.3,0.4148
2022-08-23,2022,Q3,8,August,Latin America,Chile,Furniture,Tables,Corporate,6,1418.25,8509.5,6253.02,2256.48,0.2652
2022-05-12,2022,Q2,5,May,Latin America,Brazil,Furniture,Storage,Consumer,7,1303.14,9121.98,7214.55,1907.43,0.2091
2024-05-25,2024,Q2,5,May,Europe,Germany,Electronics,Accessories,Home Office,19,213.32,4053.08,2477.27,1575.81,0.3888
2024-09-28,2024,Q3,9,September,Europe,France,Furniture,Chairs,Home Office,13,679.71,8836.23,4823.74,4012.49,0.4541
2023-05-20,2023,Q2,5,May,Latin America,Chile,Electronics,Laptops,Corporate,10,1969.87,19698.7,11138.92,8559.78,0.4345
2023-03-23,2023,Q1,3,March,Latin America,Argentina,Clothing,Shirts,Consumer,17,124.96,2124.32,1656.93,467.39,0.22
2024-01-06,2024,Q1,1,January,Europe,Italy,Clothing,Shirts,Corporate,7,105.17,736.19,488.94,247.25,0.3359
2023-08-22,2023,Q3,8,August,Asia Pacific,China,Office Supplies,Paper,Consumer,18,15.49,278.82,229.62,49.2,0.1765
2023-06-05,2023,Q2,6,June,Asia Pacific,Australia,Electronics,Phones,Consumer,11,1462.85,16091.35,8785.08,7306.27,0.454
2022-01-13,2022,Q1,1,January,Europe,Italy,Furniture,Storage,Corporate,1,1300.29,1300.29,696.37,603.92,0.4645
2022-03-12,2022,Q1,3,March,Europe,UK,Office Supplies,Paper,Consumer,5,109.96,549.8,431.02,118.78,0.216
2023-10-10,2023,Q4,10,October,Latin America,Argentina,Clothing,Shirts,Consumer,15,271.11,4066.65,2108.27,1958.38,0.4816
2022-04-08,2022,Q2,4,April,Asia Pacific,China,Furniture,Tables,Corporate,5,348.26,1741.3,1333.22,408.08,0.2344
2024-07-29,2024,Q3,7,July,Asia Pacific,Australia,Electronics,Accessories,Home Office,10,221.36,2213.6,1382.94,830.66,0.3753
2022-10-27,2022,Q4,10,October,Europe,Italy,Electronics,Phones,Consumer,12,868.85,10426.2,6778.77,3647.43,0.3498
2023-05-14,2023,Q2,5,May,Europe,Italy,Furniture,Chairs,Consumer,18,407.05,7326.9,4312.36,3014.54,0.4114
2023-10-05,2023,Q4,10,October,North America,USA,Furniture,Tables,Corporate,6,1287.64,7725.84,4255.64,3470.2,0.4492
2022-05-04,2022,Q2,5,May,North America,Mexico,Office Supplies,Paper,Consumer,19,124.39,2363.41,1417.94,945.47,0.4
2022-01-06,2022,Q1,1,January,North America,USA,Furniture,Tables,Consumer,16,843.73,13499.68,10438.65,3061.03,0.2267
2022-12-22,2022,Q4,12,December,North America,Mexico,Furniture,Storage,Home Office,8,764.31,6114.48,5130.24,984.24,0.161
2022-06-07,2022,Q2,6,June,Latin America,Chile,Electronics,Accessories,Home Office,16,1312.68,21002.88,17012.68,3990.2,0.19
2024-04-21,2024,Q2,4,April,Europe,Italy,Electronics,Phones,Home Office,14,488.1,6833.4,5250.44,1582.96,0.2317
2022-06-26,2022,Q2,6,June,Latin America,Brazil,Clothing,Outerwear,Consumer,18,120.5,2169.0,1392.16,776.84,0.3582
2024-08-12,2024,Q3,8,August,Asia Pacific,India,Clothing,Pants,Consumer,9,67.52,607.68,305.87,301.81,0.4967
2022-04-05,2022,Q2,4,April,North America,USA,Office Supplies,Paper,Consumer,6,50.83,304.98,197.54,107.44,0.3523
2023-06-11,2023,Q2,6,June,North America,USA,Clothing,Shirts,Corporate,1,147.93,147.93,95.24,52.69,0.3562
2022-08-22,2022,Q3,8,August,Latin America,Brazil,Office Supplies,Art Supplies,Corporate,11,123.17,1354.87,847.83,507.04,0.3742
2022-02-26,2022,Q1,2,February,Asia Pacific,China,Furniture,Chairs,Corporate,10,1413.7,14137.0,7992.28,6144.72,0.4347
2022-01-14,2022,Q1,1,January,Asia Pacific,China,Electronics,Accessories,Consumer,8,314.52,2516.16,2058.52,457.64,0.1819
2023-06-27,2023,Q2,6,June,Asia Pacific,Australia,Office Supplies,Binders,Corporate,19,8.59,163.21,90.06,73.15,0.4482
2024-08-25,2024,Q3,8,August,Europe,Italy,Office Supplies,Binders,Corporate,3,53.14,159.42,96.97,62.45,0.3917
2022-08-24,2022,Q3,8,August,Europe,Italy,Clothing,Pants,Consumer,16,103.51,1656.16,1260.61,395.55,0.2388
2023-04-29,2023,Q2,4,April,Latin America,Argentina,Electronics,Accessories,Home Office,18,353.76,6367.68,4274.28,2093.4,0.3288
2024-10-23,2024,Q4,10,October,Latin America,Brazil,Clothing,Shirts,Home Office,12,251.44,3017.28,2554.39,462.89,0.1534
2023-12-27,2023,Q4,12,December,Latin America,Brazil,Furniture,Storage,Corporate,7,765.79,5360.53,3239.74,2120.79,0.3956
2024-02-21,2024,Q1,2,February,Latin America,Chile,Furniture,Chairs,Corporate,4,935.06,3740.24,2464.36,1275.88,0.3411
2024-01-15,2024,Q1,1,January,Latin America,Brazil,Clothing,Shirts,Consumer,8,208.65,1669.2,1190.57,478.63,0.2867
2024-12-10,2024,Q4,12,December,Latin America,Chile,Office Supplies,Paper,Consumer,8,179.09,1432.72,1216.96,215.76,0.1506
2022-10-14,2022,Q4,10,October,Europe,UK,Clothing,Shirts,Corporate,9,53.71,483.39,265.99,217.4,0.4497
2023-09-01,2023,Q3,9,September,Latin America,Argentina,Furniture,Tables,Corporate,16,1361.89,21790.24,15038.48,6751.76,0.3099
2023-02-24,2023,Q1,2,February,Europe,Germany,Office Supplies,Art Supplies,Consumer,16,92.69,1483.04,1059.63,423.41,0.2855
2022-05-27,2022,Q2,5,May,Latin America,Argentina,Electronics,Accessories,Corporate,5,1380.64,6903.2,3703.9,3199.3,0.4635
2022-12-23,2022,Q4,12,December,North America,Canada,Furniture,Tables,Home Office,6,996.04,5976.24,4154.18,1822.06,0.3049
2023-04-10,2023,Q2,4,April,North America,Mexico,Clothing,Outerwear,Home Office,2,71.88,143.76,89.76,54.0,0.3756
2024-05-13,2024,Q2,5,May,Europe,Italy,Office Supplies,Binders,Consumer,12,130.35,1564.2,1066.64,497.56,0.3181
2023-05-28,2023,Q2,5,May,Latin America,Argentina,Clothing,Outerwear,Home Office,14,291.11,4075.54,2243.41,1832.13,0.4495
2024-03-04,2024,Q1,3,March,Latin America,Brazil,Furniture,Tables,Home Office,5,82.01,410.05,285.39,124.66,0.304
2023-04-19,2023,Q2,4,April,North America,USA,Office Supplies,Art Supplies,Consumer,9,111.61,1004.49,698.05,306.44,0.3051
2024-09-23,2024,Q3,9,September,Europe,Italy,Furniture,Storage,Consumer,16,533.12,8529.92,6811.07,1718.85,0.2015
2023-12-07,2023,Q4,12,December,Europe,France,Electronics,Accessories,Home Office,7,574.39,4020.73,2867.25,1153.48,0.2869
2022-12-10,2022,Q4,12,December,Latin America,Brazil,Clothing,Pants,Home Office,14,78.96,1105.44,753.34,352.1,0.3185
2023-04-02,2023,Q2,4,April,Asia Pacific,China,Electronics,Laptops,Consumer,12,943.21,11318.52,6787.92,4530.6,0.4003
2024-02-12,2024,Q1,2,February,Europe,Germany,Electronics,Accessories,Corporate,5,1736.97,8684.85,4841.06,3843.79,0.4426
2022-12-15,2022,Q4,12,December,Europe,France,Office Supplies,Binders,Consumer,7,180.51,1263.57,1041.34,222.23,0.1759
2024-11-28,2024,Q4,11,November,Europe,Germany,Electronics,Accessories,Consumer,18,1947.29,35051.22,24377.45,10673.77,0.3045
2024-07-03,2024,Q3,7,July,Latin America,Chile,Electronics,Laptops,Corporate,13,206.32,2682.16,2172.16,510.0,0.1901
2024-07-06,2024,Q3,7,July,Asia Pacific,India,Office Supplies,Art Supplies,Home Office,2,188.54,377.08,300.66,76.42,0.2027
2024-07-08,2024,Q3,7,July,North America,Canada,Furniture,Chairs,Consumer,19,838.63,15933.97,9647.1,6286.87,0.3946
2024-10-01,2024,Q4,10,October,North America,USA,Office Supplies,Art Supplies,Corporate,18,39.97,719.46,504.07,215.39,0.2994
2023-11-19,2023,Q4,11,November,Latin America,Argentina,Electronics,Accessories,Home Office,16,652.82,10445.12,8126.55,2318.57,0.222
2024-12-30,2024,Q4,12,December,North America,USA,Clothing,Shirts,Corporate,1,31.15,31.15,23.89,7.26,0.2331
2023-03-09,2023,Q1,3,March,Asia Pacific,India,Furniture,Chairs,Corporate,14,891.12,12475.68,8301.5,4174.18,0.3346
2023-02-14,2023,Q1,2,February,North America,USA,Clothing,Pants,Corporate,6,246.57,1479.42,916.11,563.31,0.3808
2024-07-07,2024,Q3,7,July,Europe,Italy,Electronics,Laptops,Home Office,5,345.36,1726.8,1435.14,291.66,0.1689
2023-09-17,2023,Q3,9,September,Latin America,Brazil,Clothing,Outerwear,Home Office,5,262.25,1311.25,853.06,458.19,0.3494
2022-05-26,2022,Q2,5,May,North America,Mexico,Furniture,Storage,Home Office,6,754.11,4524.66,2436.56,2088.1,0.4615
2022-04-20,2022,Q2,4,April,Latin America,Chile,Furniture,Storage,Consumer,15,430.62,6459.3,5438.74,1020.56,0.158
2022-08-22,2022,Q3,8,August,Europe,Germany,Clothing,Shirts,Corporate,8,282.34,2258.72,1130.25,1128.47,0.4996
2024-10-08,2024,Q4,10,October,Asia Pacific,Japan,Furniture,Chairs,Corporate,15,1195.17,17927.55,9729.62,8197.93,0.4573
2023-03-31,2023,Q1,3,March,Europe,Italy,Electronics,Phones,Consumer,1,533.37,533.37,325.86,207.51,0.3891
2024-08-20,2024,Q3,8,August,Asia Pacific,Australia,Electronics,Phones,Corporate,18,1808.15,32546.7,17437.67,15109.03,0.4642
2022-04-26,2022,Q2,4,April,Europe,Italy,Furniture,Storage,Corporate,17,1142.32,19419.44,11216.33,8203.11,0.4224
2023-08-29,2023,Q3,8,August,Asia Pacific,Australia,Furniture,Tables,Home Office,4,1425.06,5700.24,4753.74,946.5,0.166
2024-05-12,2024,Q2,5,May,Europe,Germany,Furniture,Tables,Corporate,5,1226.88,6134.4,3471.24,2663.16,0.4341
2023-03-23,2023,Q1,3,March,Europe,France,Office Supplies,Binders,Consumer,14,24.43,342.02,281.79,60.23,0.1761
2024-06-15,2024,Q2,6,June,Asia Pacific,China,Furniture,Tables,Home Office,14,1438.27,20135.78,15628.91,4506.87,0.2238
2022-05-17,2022,Q2,5,May,Asia Pacific,India,Clothing,Shirts,Consumer,14,58.07,812.98,527.32,285.66,0.3514
2023-01-09,2023,Q1,1,January,Europe,Italy,Electronics,Phones,Home Office,11,1672.95,18402.45,10255.22,8147.23,0.4427
2024-03-20,2024,Q1,3,March,Europe,UK,Office Supplies,Binders,Consumer,2,133.08,266.16,206.23,59.93,0.2252
2023-03-02,2023,Q1,3,March,Asia Pacific,Australia,Furniture,Chairs,Corporate,5,1045.68,5228.4,4331.38,897.02,0.1716
2024-03-08,2024,Q1,3,March,Europe,Germany,Furniture,Chairs,Corporate,7,532.77,3729.39,3160.6,568.79,0.1525
2024-03-30,2024,Q1,3,March,Asia Pacific,China,Clothing,Outerwear,Home Office,13,224.42,2917.46,1676.14,1241.32,0.4255
2023-09-19,2023,Q3,9,September,Asia Pacific,India,Furniture,Storage,Corporate,18,899.74,16195.32,11931.68,4263.64,0.2633
2022-03-07,2022,Q1,3,March,Europe,Germany,Clothing,Pants,Home Office,6,85.67,514.02,291.69,222.33,0.4325
2023-01-21,2023,Q1,1,January,Asia Pacific,China,Clothing,Pants,Home Office,18,111.87,2013.66,1584.99,428.67,0.2129
2022-05-12,2022,Q2,5,May,North America,USA,Furniture,Storage,Corporate,16,782.82,12525.12,9854.07,2671.05,0.2133
2023-01-29,2023,Q1,1,January,Latin America,Argentina,Electronics,Laptops,Home Office,1,1015.2,1015.2,527.44,487.76,0.4805
2022-10-06,2022,Q4,10,October,North America,Canada,Furniture,Storage,Corporate,17,613.53,10430.01,6244.97,4185.04,0.4012
2022-01-23,2022,Q1,1,January,Europe,UK,Furniture,Storage,Consumer,5,773.46,3867.3,1969.99,1897.31,0.4906
2022-12-16,2022,Q4,12,December,Asia Pacific,China,Furniture,Chairs,Corporate,12,350.82,4209.84,2942.14,1267.7,0.3011
2023-05-19,2023,Q2,5,May,Europe,France,Clothing,Pants,Corporate,4,270.26,1081.04,637.66,443.38,0.4101
2022-01-30,2022,Q1,1,January,North America,Mexico,Electronics,Accessories,Corporate,1,1770.71,1770.71,1466.48,304.23,0.1718
2023-08-18,2023,Q3,8,August,Asia Pacific,Japan,Office Supplies,Art Supplies,Corporate,17,25.93,440.81,327.97,112.84,0.256
2022-11-15,2022,Q4,11,November,North America,USA,Office Supplies,Paper,Corporate,17,140.94,2395.98,2032.83,363.15,0.1516
2022-01-15,2022,Q1,1,January,Asia Pacific,India,Clothing,Pants,Home Office,10,91.58,915.8,553.1,362.7,0.396
2022-07-06,2022,Q3,7,July,North America,Mexico,Clothing,Outerwear,Consumer,14,93.45,1308.3,756.05,552.25,0.4221
2023-11-20,2023,Q4,11,November,Latin America,Argentina,Electronics,Accessories,Home Office,5,1866.03,9330.15,7135.81,2194.34,0.2352
2023-08-07,2023,Q3,8,August,North America,Canada,Clothing,Pants,Consumer,17,90.23,1533.91,902.69,631.22,0.4115
2022-05-14,2022,Q2,5,May,Europe,Italy,Electronics,Laptops,Corporate,2,338.01,676.02,483.11,192.91,0.2854
2022-10-02,2022,Q4,10,October,Asia Pacific,Australia,Electronics,Accessories,Home Office,13,1933.28,25132.64,17680.43,7452.21,0.2965
2022-04-25,2022,Q2,4,April,Europe,Italy,Electronics,Accessories,Consumer,14,1957.57,27405.98,19408.9,7997.08,0.2918
2022-02-25,2022,Q1,2,February,Europe,UK,Clothing,Pants,Home Office,5,23.26,116.3,97.47,18.83,0.1619
2023-07-02,2023,Q3,7,July,Europe,France,Electronics,Accessories,Consumer,15,1233.78,18506.7,11772.93,6733.77,0.3639
2023-05-11,2023,Q2,5,May,Latin America,Argentina,Clothing,Pants,Home Office,14,104.55,1463.7,953.19,510.51,0.3488
2024-05-17,2024,Q2,5,May,Europe,France,Office Supplies,Paper,Consumer,6,29.03,174.18,136.21,37.97,0.218
2024-02-25,2024,Q1,2,February,North America,Mexico,Office Supplies,Paper,Consumer,3,95.58,286.74,185.94,100.8,0.3515
2023-01-28,2023,Q1,1,January,North America,Mexico,Furniture,Tables,Consumer,9,916.44,8247.96,4857.95,3390.01,0.411
2023-07-29,2023,Q3,7,July,Europe,UK,Electronics,Laptops,Corporate,4,1027.84,4111.36,2994.88,1116.48,0.2716
2022-12-30,2022,Q4,12,December,Europe,UK,Clothing,Shirts,Consumer,15,255.89,3838.35,2440.29,1398.06,0.3642
2023-09-07,2023,Q3,9,September,Europe,France,Office Supplies,Paper,Corporate,4,194.88,779.52,498.12,281.4,0.361
2024-01-30,2024,Q1,1,January,North America,Mexico,Clothing,Pants,Home Office,15,87.63,1314.45,882.86,431.59,0.3283
2023-06-06,2023,Q2,6,June,North America,Mexico,Clothing,Pants,Corporate,14,72.45,1014.3,823.65,190.65,0.188
2022-12-26,2022,Q4,12,December,Asia Pacific,Japan,Furniture,Tables,Home Office,4,646.1,2584.4,1416.01,1168.39,0.4521
2022-10-01,2022,Q4,10,October,Asia Pacific,Australia,Electronics,Laptops,Corporate,9,1986.52,17878.68,11415.12,6463.56,0.3615
2023-02-23,2023,Q1,2,February,Asia Pacific,China,Office Supplies,Paper,Home Office,10,27.54,275.4,147.61,127.79,0.464
2024-12-07,2024,Q4,12,December,Asia Pacific,Australia,Clothing,Outerwear,Consumer,19,81.89,1555.91,793.26,762.65,0.4902
2023-05-25,2023,Q2,5,May,Latin America,Chile,Clothing,Pants,Corporate,12,163.39,1960.68,1171.84,788.84,0.4023
2023-03-06,2023,Q1,3,March,Asia Pacific,China,Clothing,Pants,Corporate,7,139.36,975.52,532.49,443.03,0.4541
2022-04-02,2022,Q2,4,April,Asia Pacific,India,Electronics,Accessories,Home Office,8,966.86,7734.88,5305.36,2429.52,0.3141
2023-02-17,2023,Q1,2,February,North America,USA,Office Supplies,Binders,Consumer,15,32.26,483.9,340.76,143.14,0.2958
2024-11-07,2024,Q4,11,November,Latin America,Brazil,Office Supplies,Binders,Home Office,10,85.25,852.5,605.53,246.97,0.2897
2024-04-03,2024,Q2,4,April,Latin America,Chile,Clothing,Pants,Corporate,9,263.45,2371.05,1245.5,1125.55,0.4747
2023-06-13,2023,Q2,6,June,Latin America,Brazil,Clothing,Outerwear,Consumer,3,162.66,487.98,331.23,156.75,0.3212
2024-07-26,2024,Q3,7,July,North America,Canada,Electronics,Phones,Corporate,19,688.39,13079.41,7899.85,5179.56,0.396
2024-06-20,2024,Q2,6,June,North America,USA,Electronics,Phones,Home Office,10,1781.13,17811.3,13417.76,4393.54,0.2467
2023-06-18,2023,Q2,6,June,Latin America,Brazil,Office Supplies,Binders,Corporate,13,102.58,1333.54,673.43,660.11,0.495
2024-01-05,2024,Q1,1,January,Latin America,Argentina,Office Supplies,Paper,Home Office,12,13.65,163.8,100.39,63.41,0.3871
2023-11-25,2023,Q4,11,November,North America,Mexico,Clothing,Shirts,Home Office,8,106.59,852.72,618.32,234.4,0.2749
2022-07-16,2022,Q3,7,July,Latin America,Argentina,Office Supplies,Binders,Home Office,6,107.87,647.22,375.49,271.73,0.4198
2023-01-06,2023,Q1,1,January,Europe,UK,Furniture,Tables,Home Office,1,1368.29,1368.29,810.56,557.73,0.4076
2024-06-09,2024,Q2,6,June,Asia Pacific,China,Office Supplies,Binders,Consumer,8,190.45,1523.6,1020.76,502.84,0.33
2023-11-18,2023,Q4,11,November,Latin America,Argentina,Furniture,Tables,Corporate,12,800.33,9603.96,7037.41,2566.55,0.2672
2023-09-29,2023,Q3,9,September,North America,USA,Office Supplies,Paper,Home Office,8,54.43,435.44,357.78,77.66,0.1783
2024-06-09,2024,Q2,6,June,North America,Canada,Furniture,Tables,Corporate,12,727.62,8731.44,4483.64,4247.8,0.4865
2022-09-12,2022,Q3,9,September,Asia Pacific,China,Furniture,Tables,Consumer,14,704.99,9869.86,5808.77,4061.09,0.4115
2023-05-08,2023,Q2,5,May,Asia Pacific,India,Clothing,Outerwear,Consumer,16,270.71,4331.36,3318.86,1012.5,0.2338
2024-02-10,2024,Q1,2,February,Asia Pacific,China,Clothing,Shirts,Home Office,3,187.09,561.27,304.75,256.52,0.457
2023-08-12,2023,Q3,8,August,Europe,Italy,Electronics,Accessories,Corporate,18,333.46,6002.28,3536.6,2465.68,0.4108
2023-02-06,2023,Q1,2,February,Asia Pacific,Australia,Furniture,Chairs,Home Office,18,958.41,17251.38,13686.42,3564.96,0.2066
2022-06-23,2022,Q2,6,June,North America,USA,Furniture,Tables,Home Office,8,821.64,6573.12,4474.42,2098.7,0.3193
2024-02-12,2024,Q1,2,February,Asia Pacific,China,Furniture,Chairs,Corporate,19,1295.7,24618.3,14297.97,10320.33,0.4192
2024-10-28,2024,Q4,10,October,Asia Pacific,Japan,Clothing,Pants,Corporate,13,182.46,2371.98,1923.29,448.69,0.1892
2024-12-09,2024,Q4,12,December,Latin America,Argentina,Electronics,Phones,Corporate,3,1096.91,3290.73,2518.87,771.86,0.2346
2023-11-02,2023,Q4,11,November,Latin America,Brazil,Electronics,Phones,Home Office,17,1499.34,25488.78,20999.32,4489.46,0.1761
2024-05-15,2024,Q2,5,May,Europe,UK,Office Supplies,Art Supplies,Corporate,16,46.54,744.64,399.36,345.28,0.4637
2023-03-09,2023,Q1,3,March,Asia Pacific,India,Clothing,Outerwear,Home Office,2,89.01,178.02,97.93,80.09,0.4499
2023-05-16,2023,Q2,5,May,Europe,Germany,Electronics,Accessories,Consumer,10,890.01,8900.1,7455.29,1444.81,0.1623
